run,arm,alpha,latent,kind,step,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,8500,0,8500,0.824599,0.674255,0.150344,0.074511
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,9000,8500,500,0.001092,0.000099,0.000993,0.981548
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,9000,0,9000,0.825250,0.676144,0.149106,0.057805
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,9000,8500,500,0.000987,0.000092,0.000894,0.982978
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,9000,0,9000,0.825333,0.676108,0.149226,0.059881
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,9500,9000,500,0.000937,0.000090,0.000847,0.983297
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,9500,0,9500,0.827024,0.677339,0.149685,0.047255
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,9500,9000,500,0.000978,0.000083,0.000895,0.984683
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,9500,0,9500,0.827021,0.677373,0.149647,0.046552
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,10000,9500,500,0.000951,0.000078,0.000873,0.986597
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,10000,0,10000,0.828631,0.678266,0.150365,0.038679
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,10000,9500,500,0.000880,0.000070,0.000810,0.987873
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,10000,0,10000,0.828522,0.678200,0.150322,0.039398
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,10500,10000,500,0.000837,0.000062,0.000774,0.989988
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,10500,0,10500,0.830066,0.678788,0.151278,0.034515
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,10500,10000,500,0.000786,0.000060,0.000726,0.990615
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,10500,0,10500,0.829898,0.678722,0.151177,0.034342
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,11000,10500,500,0.000912,0.000065,0.000847,0.987903
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,11000,0,11000,0.831250,0.679365,0.151885,0.029203
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,11000,10500,500,0.000862,0.000057,0.000805,0.990353
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,11000,0,11000,0.831326,0.679382,0.151944,0.029996
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,11500,11000,500,0.000832,0.000068,0.000764,0.984982
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,11500,0,11500,0.833998,0.679507,0.154491,0.032083
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,11500,11000,500,0.000799,0.000060,0.000739,0.987263
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,11500,0,11500,0.834306,0.679519,0.154787,0.031630
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,12000,11500,500,0.000719,0.000055,0.000664,0.990549
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,12000,0,12000,0.836417,0.679669,0.156747,0.031036
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,12000,11500,500,0.000717,0.000051,0.000666,0.990861
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,12000,0,12000,0.836473,0.679687,0.156787,0.031227
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,12500,12000,500,0.000784,0.000063,0.000721,0.987981
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,12500,0,12500,0.838496,0.680053,0.158442,0.030935
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,12500,12000,500,0.000765,0.000057,0.000708,0.988128
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,12500,0,12500,0.838649,0.680126,0.158523,0.030698
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,13000,12500,500,0.000693,0.000066,0.000627,0.982186
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,13000,0,13000,0.840111,0.680106,0.160005,0.030695
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,13000,12500,500,0.000670,0.000063,0.000607,0.984890
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,13000,0,13000,0.839948,0.680078,0.159869,0.030100
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,13500,13000,500,0.000673,0.000074,0.000599,0.983867
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,13500,0,13500,0.841466,0.680110,0.161356,0.031140
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,13500,13000,500,0.000683,0.000071,0.000611,0.984891
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,13500,0,13500,0.841415,0.680108,0.161307,0.030585
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,14000,13500,500,0.000744,0.000081,0.000663,0.982914
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,14000,0,14000,0.842978,0.680069,0.162910,0.029534
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,14000,13500,500,0.000647,0.000072,0.000575,0.985652
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,14000,0,14000,0.842921,0.680055,0.162866,0.030325
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,14500,14000,500,0.000642,0.000079,0.000563,0.982683
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,14500,0,14500,0.843945,0.680313,0.163632,0.034121
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,14500,14000,500,0.000581,0.000077,0.000504,0.985261
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,14500,0,14500,0.843845,0.680313,0.163532,0.033615
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,15000,14500,500,0.000592,0.000071,0.000520,0.978736
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,15000,0,15000,0.845305,0.680320,0.164985,0.034619
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,15000,14500,500,0.000548,0.000064,0.000484,0.982902
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,15000,0,15000,0.845192,0.680339,0.164853,0.034272
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,15500,15000,500,0.000541,0.000081,0.000460,0.979686
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,15500,0,15500,0.846680,0.680278,0.166402,0.034121
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,15500,15000,500,0.000557,0.000072,0.000486,0.982604
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,15500,0,15500,0.846695,0.680368,0.166328,0.033031
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,16000,15500,500,0.000599,0.000092,0.000507,0.969105
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,16000,0,16000,0.847940,0.680401,0.167539,0.037468
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,16000,15500,500,0.000550,0.000087,0.000463,0.970087
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,16000,0,16000,0.847935,0.680407,0.167528,0.037354
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,16500,16000,500,0.000672,0.000078,0.000594,0.969938
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,16500,0,16500,0.850510,0.680725,0.169785,0.034514
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,16500,16000,500,0.000608,0.000075,0.000533,0.971887
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,16500,0,16500,0.850116,0.680759,0.169357,0.035249
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,17000,16500,500,0.000563,0.000084,0.000479,0.970117
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,17000,0,17000,0.852816,0.680459,0.172357,0.035755
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,17000,16500,500,0.000605,0.000075,0.000530,0.974065
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,17000,0,17000,0.852729,0.680480,0.172249,0.035979
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,17500,17000,500,0.000406,0.000076,0.000330,0.970127
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,17500,0,17500,0.854869,0.680605,0.174264,0.036919
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,17500,17000,500,0.000385,0.000072,0.000313,0.972439
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,17500,0,17500,0.855143,0.680568,0.174575,0.035831
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,18000,17500,500,0.000562,0.000081,0.000482,0.971295
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,18000,0,18000,0.858087,0.680470,0.177617,0.034797
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,18000,17500,500,0.000464,0.000079,0.000385,0.970561
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,18000,0,18000,0.857879,0.680460,0.177419,0.035055
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,18500,18000,500,0.000559,0.000094,0.000465,0.963215
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,18500,0,18500,0.860924,0.680389,0.180536,0.034898
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,18500,18000,500,0.000553,0.000082,0.000470,0.968229
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,18500,0,18500,0.860795,0.680454,0.180341,0.034996
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,19000,18500,500,0.000475,0.000092,0.000383,0.959125
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,19000,0,19000,0.863348,0.680701,0.182648,0.035223
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,19000,18500,500,0.000470,0.000076,0.000394,0.967923
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,19000,0,19000,0.863210,0.680599,0.182611,0.034062
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,19500,19000,500,0.000512,0.000078,0.000434,0.963483
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,19500,0,19500,0.865097,0.680715,0.184382,0.033626
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,19500,19000,500,0.000552,0.000076,0.000477,0.965032
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,19500,0,19500,0.865116,0.680668,0.184448,0.032910
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,20000,19500,500,0.000660,0.000091,0.000569,0.958945
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,20000,0,20000,0.868607,0.680559,0.188048,0.033408
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,20000,19500,500,0.000564,0.000086,0.000478,0.960112
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,20000,0,20000,0.868634,0.680569,0.188064,0.032917
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,20500,20000,500,0.000459,0.000088,0.000371,0.963308
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,20500,0,20500,0.869581,0.680447,0.189135,0.036289
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,20500,20000,500,0.000432,0.000082,0.000350,0.966469
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,20500,0,20500,0.869769,0.680384,0.189385,0.035343
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,21000,20500,500,0.000460,0.000092,0.000368,0.955095
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,21000,0,21000,0.872104,0.680342,0.191762,0.036361
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,21000,20500,500,0.000457,0.000093,0.000364,0.956256
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,21000,0,21000,0.872098,0.680364,0.191734,0.035960
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,21500,21000,500,0.000485,0.000096,0.000389,0.952256
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,21500,0,21500,0.874158,0.680622,0.193537,0.034336
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,21500,21000,500,0.000456,0.000085,0.000371,0.959209
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,21500,0,21500,0.874080,0.680582,0.193497,0.034399
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,22000,21500,500,0.000491,0.000108,0.000383,0.952426
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,22000,0,22000,0.876271,0.680208,0.196063,0.038013
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,22000,21500,500,0.000442,0.000096,0.000346,0.958941
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,22000,0,22000,0.876382,0.680293,0.196088,0.037637
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,22500,22000,500,0.000634,0.000112,0.000522,0.945866
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,22500,0,22500,0.878760,0.680227,0.198534,0.035857
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,22500,22000,500,0.000535,0.000102,0.000432,0.949846
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,22500,0,22500,0.879123,0.680347,0.198776,0.036017
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,23000,22500,500,0.000617,0.000105,0.000512,0.944603
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,23000,0,23000,0.881088,0.680460,0.200628,0.033418
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,23000,22500,500,0.000521,0.000088,0.000433,0.953350
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,23000,0,23000,0.881129,0.680418,0.200711,0.033493
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,23500,23000,500,0.000663,0.000130,0.000534,0.939244
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,23500,0,23500,0.883626,0.680161,0.203465,0.031934
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,23500,23000,500,0.000506,0.000117,0.000389,0.944810
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,23500,0,23500,0.883286,0.680220,0.203066,0.032544
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,24000,23500,500,0.000509,0.000115,0.000394,0.943719
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,24000,0,24000,0.885215,0.680423,0.204792,0.031470
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,24000,23500,500,0.000438,0.000104,0.000335,0.949071
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,24000,0,24000,0.885158,0.680422,0.204737,0.030920
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,24500,24000,500,0.000638,0.000123,0.000514,0.948849
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,24500,0,24500,0.887665,0.680419,0.207246,0.029468
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,24500,24000,500,0.000512,0.000108,0.000404,0.952108
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,24500,0,24500,0.887725,0.680479,0.207246,0.030753
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,25000,24500,500,0.000508,0.000113,0.000396,0.955038
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,25000,0,25000,0.890590,0.680757,0.209833,0.030629
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,25000,24500,500,0.000559,0.000100,0.000458,0.957255
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,25000,0,25000,0.890336,0.680584,0.209751,0.029994
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,25500,25000,500,0.000740,0.000131,0.000608,0.950485
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,25500,0,25500,0.892883,0.680246,0.212637,0.028045
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,25500,25000,500,0.000676,0.000119,0.000557,0.950946
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,25500,0,25500,0.892894,0.680305,0.212589,0.027881
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,26000,25500,500,0.000497,0.000121,0.000376,0.951725
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,26000,0,26000,0.894704,0.680264,0.214439,0.030477
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,26000,25500,500,0.000464,0.000118,0.000347,0.951400
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,26000,0,26000,0.895194,0.680221,0.214972,0.028626
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,26500,26000,500,0.000882,0.000141,0.000741,0.943852
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,26500,0,26500,0.898377,0.679995,0.218383,0.023739
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,26500,26000,500,0.000784,0.000129,0.000654,0.948027
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,26500,0,26500,0.898441,0.680030,0.218411,0.023286
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,27000,26500,500,0.000712,0.000147,0.000565,0.938936
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,27000,0,27000,0.900650,0.679974,0.220676,0.021862
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,27000,26500,500,0.000582,0.000137,0.000445,0.942609
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,27000,0,27000,0.901049,0.680012,0.221037,0.021808
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,27500,27000,500,0.000638,0.000115,0.000523,0.979175
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,27500,0,27500,0.901866,0.679594,0.222272,0.020629
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,27500,27000,500,0.000642,0.000110,0.000532,0.977920
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,27500,0,27500,0.902095,0.679724,0.222372,0.020314
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,28000,27500,500,0.000807,0.000157,0.000651,0.969144
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,28000,0,28000,0.904899,0.680030,0.224869,0.020615
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,28000,27500,500,0.000773,0.000147,0.000626,0.969988
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,28000,0,28000,0.904867,0.680028,0.224839,0.020671
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,28500,28000,500,0.000731,0.000116,0.000615,0.973049
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,28500,0,28500,0.907375,0.679995,0.227380,0.019297
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,28500,28000,500,0.000635,0.000115,0.000520,0.972193
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,28500,0,28500,0.907244,0.679982,0.227263,0.019085
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,29000,28500,500,0.001046,0.000136,0.000910,0.973035
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,29000,0,29000,0.910619,0.680114,0.230505,0.016944
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,29000,28500,500,0.000884,0.000118,0.000766,0.975637
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,29000,0,29000,0.910746,0.680115,0.230631,0.016787
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,29500,29000,500,0.000727,0.000178,0.000550,0.963393
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,29500,0,29500,0.911931,0.679689,0.232241,0.018286
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,29500,29000,500,0.000648,0.000163,0.000485,0.965760
