run,arm,alpha,latent,kind,step,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,65000,5000,60000,0.656129,0.015602,0.640526,0.330017
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,70000,65000,5000,0.017024,0.004965,0.012059,0.840210
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,70000,5000,65000,0.654292,0.016854,0.637438,0.331402
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,70000,65000,5000,0.016908,0.005033,0.011876,0.833773
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,70000,5000,65000,0.653027,0.017497,0.635529,0.331444
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,75000,70000,5000,0.014201,0.004180,0.010021,0.897901
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,75000,5000,70000,0.653548,0.020153,0.633396,0.327977
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,75000,70000,5000,0.014534,0.004547,0.009986,0.880265
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,75000,5000,70000,0.656544,0.020396,0.636148,0.332050
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,80000,75000,5000,0.016019,0.004241,0.011778,0.916818
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,80000,5000,75000,0.680274,0.024066,0.656208,0.311952
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,80000,75000,5000,0.013411,0.003927,0.009485,0.920697
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,80000,5000,75000,0.682931,0.023721,0.659209,0.317718
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,85000,80000,5000,0.012514,0.003711,0.008803,0.958730
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,85000,5000,80000,0.684246,0.026878,0.657368,0.302247
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,85000,80000,5000,0.012549,0.003424,0.009125,0.961783
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,85000,5000,80000,0.685049,0.026529,0.658520,0.299207
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,90000,85000,5000,0.013973,0.004833,0.009139,0.927492
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,90000,5000,85000,0.680489,0.029910,0.650579,0.273190
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,90000,85000,5000,0.013111,0.004555,0.008556,0.939902
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,90000,5000,85000,0.679762,0.030492,0.649270,0.279399
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,95000,90000,5000,0.011668,0.004226,0.007443,0.919720
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,95000,5000,90000,0.688068,0.028395,0.659673,0.294030
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,95000,90000,5000,0.013135,0.003943,0.009192,0.937720
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,95000,5000,90000,0.691493,0.029692,0.661801,0.289951
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,100000,95000,5000,0.005836,0.001760,0.004077,0.980141
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,100000,5000,95000,0.697010,0.029031,0.667979,0.288741
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,100000,95000,5000,0.003479,0.001094,0.002385,0.982638
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,100000,5000,95000,0.695682,0.028830,0.666852,0.298434
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,10000,5000,5000,0.442441,0.297741,0.144699,0.385079
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,10000,5000,5000,0.442441,0.297741,0.144699,0.385079
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,10000,5000,5000,0.430046,0.296317,0.133729,0.386238
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,10000,5000,5000,0.430046,0.296317,0.133729,0.386238
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,15000,10000,5000,0.395665,0.291992,0.103673,0.391710
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,15000,5000,10000,0.608361,0.382199,0.226162,0.265477
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,15000,10000,5000,0.394971,0.293481,0.101490,0.386995
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,15000,5000,10000,0.612632,0.386285,0.226347,0.261903
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,20000,15000,5000,0.391654,0.282332,0.109322,0.406041
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,20000,5000,15000,0.726766,0.423073,0.303693,0.215140
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,20000,15000,5000,0.371227,0.277380,0.093847,0.417058
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,20000,5000,15000,0.715271,0.424336,0.290935,0.215582
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,25000,20000,5000,0.353414,0.255918,0.097496,0.464765
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,25000,5000,20000,0.783944,0.431228,0.352716,0.212828
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,25000,20000,5000,0.344151,0.252886,0.091264,0.468595
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,25000,5000,20000,0.773427,0.429743,0.343684,0.215735
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,30000,25000,5000,0.389889,0.288844,0.101045,0.418037
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,30000,5000,25000,0.853157,0.452688,0.400469,0.195362
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,30000,25000,5000,0.383711,0.285501,0.098210,0.420667
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,30000,5000,25000,0.846410,0.454991,0.391419,0.195832
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,35000,30000,5000,0.378216,0.285691,0.092525,0.422073
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,35000,5000,30000,0.904484,0.459795,0.444688,0.179478
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,35000,30000,5000,0.369189,0.284318,0.084871,0.423012
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,35000,5000,30000,0.900839,0.462005,0.438834,0.177979
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,40000,35000,5000,0.329461,0.260534,0.068926,0.477410
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,40000,5000,35000,0.905843,0.472967,0.432876,0.175219
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,40000,35000,5000,0.323917,0.256293,0.067624,0.481598
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,40000,5000,35000,0.901867,0.471936,0.429931,0.174519
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,45000,40000,5000,0.325922,0.251279,0.074643,0.492784
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,45000,5000,40000,0.900008,0.463667,0.436341,0.190771
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,45000,40000,5000,0.319577,0.249251,0.070326,0.493434
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,45000,5000,40000,0.896520,0.469633,0.426887,0.186266
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,50000,45000,5000,0.263623,0.203576,0.060046,0.578727
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,50000,5000,45000,0.901513,0.459946,0.441567,0.195672
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,50000,45000,5000,0.264216,0.205921,0.058295,0.574845
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,50000,5000,45000,0.899605,0.461200,0.438406,0.194898
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,55000,50000,5000,0.280398,0.219413,0.060986,0.535233
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,55000,5000,50000,0.901617,0.454847,0.446770,0.181547
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,55000,50000,5000,0.272624,0.215052,0.057572,0.547096
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,55000,5000,50000,0.899740,0.461940,0.437800,0.180789
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,60000,55000,5000,0.224628,0.158425,0.066203,0.654231
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,60000,5000,55000,0.931074,0.461178,0.469896,0.179565
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,60000,55000,5000,0.217673,0.157013,0.060660,0.659019
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,60000,5000,55000,0.928103,0.461960,0.466143,0.177157
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,65000,60000,5000,0.204143,0.153852,0.050291,0.665288
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,65000,5000,60000,0.942527,0.445221,0.497306,0.192105
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,65000,60000,5000,0.195269,0.146898,0.048370,0.679823
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,65000,5000,60000,0.937699,0.448942,0.488758,0.192264
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,70000,65000,5000,0.187169,0.137793,0.049376,0.705817
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,70000,5000,65000,0.957213,0.453030,0.504182,0.201919
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,70000,65000,5000,0.182018,0.135002,0.047017,0.711675
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,70000,5000,65000,0.953153,0.455357,0.497795,0.199372
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,75000,70000,5000,0.340403,0.237209,0.103193,0.526404
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,75000,5000,70000,0.976001,0.475110,0.500891,0.169703
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,75000,70000,5000,0.322294,0.230747,0.091547,0.542243
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,75000,5000,70000,0.971819,0.482069,0.489750,0.168289
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,80000,75000,5000,0.259476,0.187068,0.072409,0.613235
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,80000,5000,75000,0.963019,0.483185,0.479834,0.169453
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,80000,75000,5000,0.261529,0.190996,0.070532,0.608132
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,80000,5000,75000,0.960179,0.486395,0.473784,0.168153
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,85000,80000,5000,0.202184,0.151762,0.050423,0.690158
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,85000,5000,80000,0.940295,0.491587,0.448709,0.160931
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,85000,80000,5000,0.184915,0.139314,0.045601,0.714962
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,85000,5000,80000,0.943906,0.489959,0.453947,0.162794
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,90000,85000,5000,0.159039,0.116555,0.042483,0.747234
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,90000,5000,85000,0.942820,0.480493,0.462327,0.161111
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,90000,85000,5000,0.144656,0.108343,0.036313,0.762028
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,90000,5000,85000,0.938243,0.477389,0.460854,0.163387
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,95000,90000,5000,0.103135,0.072922,0.030213,0.831035
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,95000,5000,90000,0.933203,0.457155,0.476047,0.180121
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,95000,90000,5000,0.089531,0.061545,0.027985,0.855410
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,95000,5000,90000,0.925888,0.465114,0.460774,0.173763
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,adjacent,100000,95000,5000,0.041701,0.027054,0.014647,0.931867
pred_moco_sched,pred_moco,sched_0.9_1.0,student_h,vs_initial,100000,5000,95000,0.924765,0.458751,0.466014,0.171612
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,adjacent,100000,95000,5000,0.023666,0.016309,0.007356,0.959892
pred_moco_sched,pred_moco,sched_0.9_1.0,teacher_h,vs_initial,100000,5000,95000,0.936448,0.462038,0.474410,0.173392
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,10000,5000,5000,0.491916,0.410851,0.081064,0.444558
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,10000,5000,5000,0.491916,0.410851,0.081064,0.444558
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,10000,5000,5000,0.493934,0.412808,0.081126,0.441752
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,10000,5000,5000,0.493934,0.412808,0.081126,0.441752
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,15000,10000,5000,0.369979,0.278547,0.091431,0.588680
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,15000,5000,10000,0.690631,0.554793,0.135838,0.304365
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,15000,10000,5000,0.370199,0.278827,0.091373,0.587449
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,15000,5000,10000,0.690181,0.554887,0.135294,0.305258
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,20000,15000,5000,0.349012,0.247882,0.101131,0.638483
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,20000,5000,15000,0.805132,0.633492,0.171640,0.230573
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,20000,15000,5000,0.333790,0.234339,0.099450,0.659040
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,20000,5000,15000,0.803026,0.631268,0.171758,0.234279
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,25000,20000,5000,0.269516,0.198024,0.071492,0.710617
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,25000,5000,20000,0.853382,0.671795,0.181587,0.196463
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,25000,20000,5000,0.269505,0.198773,0.070732,0.711410
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,25000,5000,20000,0.852301,0.670030,0.182271,0.198252
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,30000,25000,5000,0.230351,0.160281,0.070070,0.764404
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,30000,5000,25000,0.891021,0.700990,0.190031,0.166082
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,30000,25000,5000,0.222666,0.152690,0.069976,0.774858
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,30000,5000,25000,0.890949,0.701410,0.189539,0.166681
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,35000,30000,5000,0.191449,0.136085,0.055364,0.810200
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,35000,5000,30000,0.906439,0.709236,0.197203,0.151513
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,35000,30000,5000,0.186137,0.133654,0.052483,0.812792
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,35000,5000,30000,0.905991,0.708292,0.197699,0.153358
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,40000,35000,5000,0.191179,0.149365,0.041814,0.786239
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,40000,5000,35000,0.916141,0.726293,0.189848,0.131237
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,40000,35000,5000,0.180995,0.142535,0.038460,0.794490
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,40000,5000,35000,0.916468,0.726690,0.189778,0.131465
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,45000,40000,5000,0.136913,0.101276,0.035637,0.852139
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,45000,5000,40000,0.928393,0.738289,0.190103,0.118928
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,45000,40000,5000,0.131541,0.097258,0.034283,0.859961
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,45000,5000,40000,0.928022,0.738730,0.189292,0.119134
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,50000,45000,5000,0.165710,0.135580,0.030130,0.780375
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,50000,5000,45000,0.937220,0.752635,0.184586,0.106165
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,50000,45000,5000,0.152308,0.123722,0.028586,0.798695
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,50000,5000,45000,0.937400,0.751223,0.186177,0.107567
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,55000,50000,5000,0.127051,0.094967,0.032084,0.843200
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,55000,5000,50000,0.944458,0.748440,0.196018,0.108759
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,55000,50000,5000,0.124675,0.093132,0.031543,0.845802
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,55000,5000,50000,0.944665,0.749006,0.195659,0.109071
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,60000,55000,5000,0.086429,0.061964,0.024464,0.897292
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,60000,5000,55000,0.956082,0.761971,0.194110,0.096389
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,60000,55000,5000,0.085252,0.061253,0.023999,0.898939
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,60000,5000,55000,0.956122,0.760592,0.195529,0.097412
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,65000,60000,5000,0.100484,0.077220,0.023263,0.866427
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,65000,5000,60000,0.959781,0.764264,0.195517,0.094415
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,65000,60000,5000,0.089007,0.066944,0.022063,0.885695
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,65000,5000,60000,0.959868,0.763755,0.196113,0.095086
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,70000,65000,5000,0.082520,0.062832,0.019687,0.890112
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,70000,5000,65000,0.962232,0.771187,0.191045,0.090617
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,70000,65000,5000,0.073691,0.054923,0.018768,0.906174
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,70000,5000,65000,0.962577,0.771617,0.190960,0.090320
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,75000,70000,5000,0.059609,0.040515,0.019094,0.930704
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,75000,5000,70000,0.968336,0.772509,0.195828,0.089484
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,75000,70000,5000,0.057964,0.039625,0.018339,0.931921
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,75000,5000,70000,0.967339,0.773003,0.194337,0.089848
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,80000,75000,5000,0.067249,0.056551,0.010698,0.902546
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,80000,5000,75000,0.968108,0.772684,0.195424,0.090068
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,80000,75000,5000,0.053874,0.044363,0.009511,0.923992
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,80000,5000,75000,0.968066,0.773234,0.194831,0.089693
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,85000,80000,5000,0.033035,0.025143,0.007892,0.955936
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,85000,5000,80000,0.971245,0.776903,0.194342,0.085440
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,85000,80000,5000,0.028886,0.021317,0.007569,0.963080
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,85000,5000,80000,0.971253,0.776857,0.194396,0.085651
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,90000,85000,5000,0.029356,0.021216,0.008139,0.963542
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,90000,5000,85000,0.970892,0.775597,0.195295,0.086942
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,90000,85000,5000,0.024696,0.016805,0.007891,0.972294
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,90000,5000,85000,0.970941,0.776505,0.194436,0.086720
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,95000,90000,5000,0.019906,0.014180,0.005726,0.974712
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,95000,5000,90000,0.971344,0.778104,0.193240,0.084927
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,95000,90000,5000,0.015592,0.010335,0.005257,0.982937
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,95000,5000,90000,0.971794,0.777927,0.193867,0.085546
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,adjacent,100000,95000,5000,0.013681,0.012054,0.001627,0.977884
rep_moco_sched,rep_moco,sched_0.9_1.0,student_h,vs_initial,100000,5000,95000,0.971899,0.778909,0.192991,0.084094
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,adjacent,100000,95000,5000,0.005557,0.004668,0.000888,0.991528
rep_moco_sched,rep_moco,sched_0.9_1.0,teacher_h,vs_initial,100000,5000,95000,0.972103,0.779226,0.192877,0.084673
