arm,step,u_batchtime,u_batchtime_e
sigreg_e,13602,0.246138,0.076560
sigreg_e,13603,0.246187,0.066470
sigreg_e,13604,0.287029,0.098602
sigreg_e,13605,0.271734,0.086193
sigreg_e,13606,0.282803,0.075098
sigreg_e,13607,0.242949,0.079124
sigreg_e,13608,0.282247,0.091314
sigreg_e,13609,0.262517,0.088503
sigreg_e,13610,0.273780,0.083835
sigreg_e,13611,0.315490,0.091762
sigreg_e,13612,0.280711,0.068379
sigreg_e,13613,0.248938,0.078149
sigreg_e,13614,0.268385,0.077407
sigreg_e,13615,0.239613,0.073658
sigreg_e,13616,0.255563,0.076298
sigreg_e,13617,0.260441,0.088566
sigreg_e,13618,0.257324,0.084303
sigreg_e,13619,0.278338,0.079666
sigreg_e,13620,0.258536,0.070003
sigreg_e,13621,0.302581,0.079875
sigreg_e,13622,0.258703,0.088424
sigreg_e,13623,0.235740,0.081005
sigreg_e,13624,0.241218,0.090951
sigreg_e,13625,0.237306,0.072881
sigreg_e,13626,0.259629,0.079496
sigreg_e,13627,0.252339,0.083427
sigreg_e,13628,0.267669,0.075320
sigreg_e,13629,0.279225,0.097412
sigreg_e,13630,0.276653,0.070772
sigreg_e,13631,0.296392,0.088922
sigreg_e,13632,0.291320,0.105053
sigreg_e,13633,0.268189,0.076350
sigreg_e,13634,0.265605,0.076380
sigreg_e,13635,0.252670,0.075631
sigreg_e,13636,0.259920,0.088105
sigreg_e,13637,0.257707,0.084483
sigreg_e,13638,0.281909,0.072320
sigreg_e,13639,0.260147,0.082227
sigreg_e,13640,0.250861,0.056446
sigreg_e,13641,0.233621,0.072702
sigreg_e,13642,0.257799,0.072223
sigreg_e,13643,0.244944,0.065269
sigreg_e,13644,0.226292,0.070395
sigreg_e,13645,0.226236,0.059002
sigreg_e,13646,0.247078,0.071429
sigreg_e,13647,0.290200,0.072261
sigreg_e,13648,0.271238,0.066630
sigreg_e,13649,0.266937,0.076732
sigreg_e,13650,0.281751,0.076926
sigreg_e,13651,0.278546,0.076155
sigreg_e,13652,0.300399,0.068916
sigreg_e,13653,0.294260,0.077187
sigreg_e,13654,0.271126,0.077485
sigreg_e,13655,0.251789,0.063896
sigreg_e,13656,0.314335,0.088533
sigreg_e,13657,0.253578,0.067041
sigreg_e,13658,0.295955,0.072910
sigreg_e,13659,0.279520,0.070656
sigreg_e,13660,0.298476,0.074486
sigreg_e,13661,0.299097,0.076454
sigreg_e,13662,0.289923,0.074506
sigreg_e,13663,0.279057,0.076701
sigreg_e,13664,0.256479,0.067261
sigreg_e,13665,0.281934,0.075025
sigreg_e,13666,0.283856,0.071034
sigreg_e,13667,0.309570,0.085419
sigreg_e,13668,0.293426,0.064021
sigreg_e,13669,0.300469,0.072600
sigreg_e,13670,0.289325,0.062773
sigreg_e,13671,0.292990,0.074217
sigreg_e,13672,0.290914,0.070404
sigreg_e,13673,0.298637,0.077296
sigreg_e,13674,0.308954,0.078555
sigreg_e,13675,0.296067,0.078626
sigreg_e,13676,0.242854,0.063935
sigreg_e,13677,0.269075,0.086622
sigreg_e,13678,0.281767,0.080954
sigreg_e,13679,0.292254,0.071864
sigreg_e,13680,0.289411,0.086926
sigreg_e,13681,0.302461,0.097416
sigreg_e,13682,0.249692,0.069923
sigreg_e,13683,0.271756,0.077449
sigreg_e,13684,0.261792,0.069476
sigreg_e,13685,0.241275,0.080556
sigreg_e,13686,0.280246,0.091800
sigreg_e,13687,0.303807,0.088214
sigreg_e,13688,0.273704,0.068101
sigreg_e,13689,0.256061,0.076154
sigreg_e,13690,0.253324,0.076343
sigreg_e,13691,0.262350,0.067899
sigreg_e,13692,0.271679,0.065889
sigreg_e,13693,0.286080,0.086507
sigreg_e,13694,0.235736,0.062472
sigreg_e,13695,0.234982,0.057532
sigreg_e,13696,0.281425,0.070257
sigreg_e,13697,0.286643,0.077650
sigreg_e,13698,0.265013,0.062402
sigreg_e,13699,0.238127,0.056469
sigreg_e,13700,0.253065,0.063777
sigreg_e,13701,0.253150,0.076209
sigreg_e,13702,0.262697,0.077264
sigreg_e,13703,0.268325,0.069603
sigreg_e,13704,0.251817,0.065905
sigreg_e,13705,0.267973,0.077157
sigreg_e,13706,0.284357,0.066562
sigreg_e,13707,0.266947,0.078154
sigreg_e,13708,0.269854,0.084682
sigreg_e,13709,0.278255,0.086015
sigreg_e,13710,0.251944,0.082664
sigreg_e,13711,0.277328,0.065775
sigreg_e,13712,0.263440,0.079317
sigreg_e,13713,0.261483,0.069883
sigreg_e,13714,0.274189,0.076605
sigreg_e,13715,0.301458,0.097307
sigreg_e,13716,0.266826,0.067868
sigreg_e,13717,0.252320,0.075586
sigreg_e,13718,0.263594,0.066779
sigreg_e,13719,0.265485,0.083057
sigreg_e,13720,0.261229,0.077577
sigreg_e,13721,0.248651,0.080415
sigreg_e,13722,0.265671,0.078280
sigreg_e,13723,0.246911,0.062795
sigreg_e,13724,0.272212,0.074890
sigreg_e,13725,0.298941,0.073443
sigreg_e,13726,0.228368,0.070900
sigreg_e,13727,0.299742,0.084924
sigreg_e,13728,0.255096,0.072183
sigreg_e,13729,0.266003,0.068761
sigreg_e,13730,0.256464,0.058430
sigreg_e,13731,0.249942,0.069630
sigreg_e,13732,0.198373,0.067139
sigreg_e,13733,0.240766,0.061361
sigreg_e,13734,0.316343,0.087658
sigreg_e,13735,0.262804,0.063802
sigreg_e,13736,0.275655,0.064812
sigreg_e,13737,0.263799,0.064480
sigreg_e,13738,0.283733,0.064372
sigreg_e,13739,0.275087,0.065711
sigreg_e,13740,0.286814,0.068707
sigreg_e,13741,0.303179,0.069167
sigreg_e,13742,0.291655,0.069371
sigreg_e,13743,0.283124,0.071431
sigreg_e,13744,0.283366,0.064440
sigreg_e,13745,0.287284,0.065590
sigreg_e,13746,0.293770,0.071801
sigreg_e,13747,0.281037,0.068041
sigreg_e,13748,0.276059,0.071512
sigreg_e,13749,0.267344,0.065196
sigreg_e,13750,0.283631,0.069525
sigreg_e,13751,0.254772,0.056951
sigreg_e,13752,0.288522,0.078221
sigreg_e,13753,0.279951,0.075660
sigreg_e,13754,0.275649,0.060996
sigreg_e,13755,0.277817,0.058659
sigreg_e,13756,0.286304,0.071649
sigreg_e,13757,0.281945,0.081418
sigreg_e,13758,0.274136,0.060589
sigreg_e,13759,0.315848,0.072578
sigreg_e,13760,0.305977,0.062527
sigreg_e,13761,0.305028,0.082715
sigreg_e,13762,0.294672,0.067884
sigreg_e,13763,0.305724,0.069467
sigreg_e,13764,0.287936,0.066578
sigreg_e,13765,0.293753,0.073732
sigreg_e,13766,0.313367,0.089015
sigreg_e,13767,0.282022,0.068615
sigreg_e,13768,0.272253,0.051932
sigreg_e,13769,0.282612,0.053457
sigreg_e,13770,0.294188,0.065777
sigreg_e,13771,0.301571,0.063626
sigreg_e,13772,0.310991,0.072192
sigreg_e,13773,0.260491,0.056567
sigreg_e,13774,0.300365,0.076093
sigreg_e,13775,0.296398,0.078108
sigreg_e,13776,0.273548,0.063994
sigreg_e,13777,0.281968,0.069256
sigreg_e,13778,0.303903,0.083778
sigreg_e,13779,0.295707,0.070309
sigreg_e,13780,0.320429,0.093580
sigreg_e,13781,0.315693,0.069524
sigreg_e,13782,0.321660,0.085377
sigreg_e,13783,0.281870,0.082973
sigreg_e,13784,0.275725,0.073027
sigreg_e,13785,0.257787,0.060231
sigreg_e,13786,0.267879,0.069934
sigreg_e,13787,0.296859,0.069951
sigreg_e,13788,0.272250,0.070347
sigreg_e,13789,0.297688,0.068965
sigreg_e,13790,0.297805,0.076227
sigreg_e,13791,0.255774,0.062561
sigreg_e,13792,0.293060,0.069330
sigreg_e,13793,0.267445,0.066140
sigreg_e,13794,0.251898,0.065523
sigreg_e,13795,0.300258,0.077812
sigreg_e,13796,0.272658,0.074862
sigreg_e,13797,0.251025,0.063253
sigreg_e,13798,0.266430,0.051799
sigreg_e,13799,0.277423,0.073178
sigreg_e,13800,0.269147,0.062294
sigreg_e,13801,0.268394,0.081694
sigreg_e,13802,0.224757,0.072197
sigreg_e,13803,0.291613,0.088105
sigreg_e,13804,0.254883,0.070009
sigreg_e,13805,0.264869,0.076779
sigreg_e,13806,0.265372,0.069327
sigreg_e,13807,0.252410,0.070616
sigreg_e,13808,0.284417,0.078812
sigreg_e,13809,0.266486,0.061245
sigreg_e,13810,0.279342,0.065786
sigreg_e,13811,0.273937,0.075991
sigreg_e,13812,0.261795,0.067918
sigreg_e,13813,0.287389,0.063683
sigreg_e,13814,0.268291,0.067821
sigreg_e,13815,0.252352,0.075391
sigreg_e,13816,0.268709,0.079601
sigreg_e,13817,0.230473,0.057050
sigreg_e,13818,0.302945,0.084342
sigreg_e,13819,0.271033,0.066120
sigreg_e,13820,0.274822,0.077544
sigreg_e,13821,0.293819,0.074385
sigreg_e,13822,0.274258,0.068115
sigreg_e,13823,0.282938,0.071093
sigreg_e,13824,0.270872,0.065891
sigreg_e,13825,0.268786,0.073640
sigreg_e,13826,0.283906,0.068715
sigreg_e,13827,0.271713,0.070748
sigreg_e,13828,0.293545,0.078551
sigreg_e,13829,0.253875,0.057807
sigreg_e,13830,0.275966,0.069403
sigreg_e,13831,0.233482,0.073947
sigreg_e,13832,0.259349,0.063426
sigreg_e,13833,0.273989,0.081187
sigreg_e,13834,0.245872,0.068432
sigreg_e,13835,0.250959,0.071396
sigreg_e,13836,0.251715,0.066734
sigreg_e,13837,0.241857,0.059893
sigreg_e,13838,0.259886,0.075209
sigreg_e,13839,0.243508,0.065459
sigreg_e,13840,0.250873,0.060490
sigreg_e,13841,0.270711,0.074528
sigreg_e,13842,0.301255,0.080272
sigreg_e,13843,0.284754,0.058871
sigreg_e,13844,0.264331,0.066855
sigreg_e,13845,0.273860,0.070553
sigreg_e,13846,0.284763,0.079359
sigreg_e,13847,0.279850,0.070069
sigreg_e,13848,0.294224,0.069179
sigreg_e,13849,0.257756,0.062169
sigreg_e,13850,0.299254,0.067502
sigreg_e,13851,0.246483,0.065432
sigreg_e,13852,0.274308,0.072379
sigreg_e,13853,0.270606,0.056107
sigreg_e,13854,0.280583,0.072656
sigreg_e,13855,0.280016,0.077267
sigreg_e,13856,0.277477,0.065733
sigreg_e,13857,0.254139,0.072492
sigreg_e,13858,0.297466,0.084843
sigreg_e,13859,0.285873,0.076622
sigreg_e,13860,0.290736,0.065613
sigreg_e,13861,0.280868,0.082051
sigreg_e,13862,0.296643,0.077771
sigreg_e,13863,0.262268,0.068146
sigreg_e,13864,0.298607,0.086019
sigreg_e,13865,0.288607,0.078874
sigreg_e,13866,0.270938,0.082440
sigreg_e,13867,0.256005,0.075578
sigreg_e,13868,0.277680,0.072528
sigreg_e,13869,0.275042,0.072512
sigreg_e,13870,0.270277,0.083409
sigreg_e,13871,0.260745,0.086501
sigreg_e,13872,0.285982,0.104712
sigreg_e,13873,0.271390,0.075269
sigreg_e,13874,0.264855,0.100981
sigreg_e,13875,0.267479,0.074870
sigreg_e,13876,0.242149,0.070091
sigreg_e,13877,0.252866,0.094289
sigreg_e,13878,0.235309,0.074701
sigreg_e,13879,0.258711,0.073283
sigreg_e,13880,0.234700,0.082577
sigreg_e,13881,0.269427,0.084727
sigreg_e,13882,0.226797,0.072186
sigreg_e,13883,0.248194,0.082834
sigreg_e,13884,0.261703,0.074108
sigreg_e,13885,0.270223,0.086832
sigreg_e,13886,0.259932,0.077513
sigreg_e,13887,0.266517,0.089597
sigreg_e,13888,0.269618,0.086099
sigreg_e,13889,0.260329,0.075842
sigreg_e,13890,0.225287,0.057493
sigreg_e,13891,0.286828,0.084644
sigreg_e,13892,0.292014,0.076286
sigreg_e,13893,0.275361,0.080198
sigreg_e,13894,0.266944,0.073824
sigreg_e,13895,0.269440,0.083077
sigreg_e,13896,0.312481,0.096666
sigreg_e,13897,0.299418,0.074230
sigreg_e,13898,0.307824,0.094285
sigreg_e,13899,0.287451,0.073977
sigreg_e,13900,0.295735,0.074645
sigreg_e,13901,0.295725,0.092691
sigreg_e,13902,0.287638,0.094469
sigreg_e,13903,0.287854,0.075526
sigreg_e,13904,0.252711,0.083042
sigreg_e,13905,0.250850,0.078849
sigreg_e,13906,0.289635,0.090187
sigreg_e,13907,0.297370,0.086059
sigreg_e,13908,0.265816,0.076804
sigreg_e,13909,0.240608,0.079287
sigreg_e,13910,0.275772,0.065810
sigreg_e,13911,0.288465,0.071947
sigreg_e,13912,0.253298,0.070165
sigreg_e,13913,0.246611,0.076535
sigreg_e,13914,0.289847,0.078447
sigreg_e,13915,0.278379,0.097796
sigreg_e,13916,0.261810,0.075744
sigreg_e,13917,0.288268,0.080616
sigreg_e,13918,0.285694,0.071470
sigreg_e,13919,0.249653,0.071562
sigreg_e,13920,0.244749,0.075679
sigreg_e,13921,0.275440,0.078643
sigreg_e,13922,0.268940,0.076094
sigreg_e,13923,0.286430,0.073490
sigreg_e,13924,0.300612,0.096098
sigreg_e,13925,0.303956,0.080314
sigreg_e,13926,0.268509,0.064261
sigreg_e,13927,0.285838,0.072799
sigreg_e,13928,0.276576,0.092084
sigreg_e,13929,0.279180,0.071413
sigreg_e,13930,0.244124,0.072627
sigreg_e,13931,0.285159,0.083931
sigreg_e,13932,0.273320,0.083681
sigreg_e,13933,0.278473,0.074684
sigreg_e,13934,0.296280,0.083833
sigreg_e,13935,0.304864,0.081089
sigreg_e,13936,0.294945,0.091739
sigreg_e,13937,0.284627,0.075778
sigreg_e,13938,0.309351,0.083534
sigreg_e,13939,0.294902,0.085312
sigreg_e,13940,0.299260,0.078985
sigreg_e,13941,0.315267,0.099945
sigreg_e,13942,0.309961,0.094958
sigreg_e,13943,0.276392,0.097112
sigreg_e,13944,0.274038,0.093997
sigreg_e,13945,0.265848,0.092590
sigreg_e,13946,0.296992,0.088054
sigreg_e,13947,0.307182,0.079393
sigreg_e,13948,0.257721,0.070367
sigreg_e,13949,0.280291,0.072699
sigreg_e,13950,0.288920,0.083378
sigreg_e,13951,0.308846,0.084201
sigreg_e,13952,0.299976,0.110135
sigreg_e,13953,0.264651,0.074530
sigreg_e,13954,0.293339,0.091514
sigreg_e,13955,0.293675,0.079313
sigreg_e,13956,0.261646,0.075529
sigreg_e,13957,0.290484,0.097017
sigreg_e,13958,0.284009,0.065602
sigreg_e,13959,0.305449,0.085066
sigreg_e,13960,0.258660,0.077534
sigreg_e,13961,0.285941,0.062400
sigreg_e,13962,0.297102,0.076099
sigreg_e,13963,0.292255,0.075202
sigreg_e,13964,0.285376,0.074637
sigreg_e,13965,0.297195,0.094459
sigreg_e,13966,0.292998,0.067338
sigreg_e,13967,0.289909,0.089465
sigreg_e,13968,0.317720,0.083475
sigreg_e,13969,0.252483,0.082142
sigreg_e,13970,0.232825,0.083484
sigreg_e,13971,0.245480,0.071753
sigreg_e,13972,0.277194,0.073074
sigreg_e,13973,0.288055,0.066141
sigreg_e,13974,0.279658,0.072589
sigreg_e,13975,0.286068,0.069566
sigreg_e,13976,0.203396,0.066560
sigreg_e,13977,0.281232,0.060967
sigreg_e,13978,0.248498,0.077509
sigreg_e,13979,0.299484,0.090451
sigreg_e,13980,0.257407,0.067155
sigreg_e,13981,0.298247,0.064614
sigreg_e,13982,0.276559,0.068361
sigreg_e,13983,0.276523,0.059141
sigreg_e,13984,0.270419,0.063310
sigreg_e,13985,0.318902,0.078639
sigreg_e,13986,0.274050,0.084927
sigreg_e,13987,0.307750,0.078564
sigreg_e,13988,0.311385,0.080082
sigreg_e,13989,0.295851,0.075906
sigreg_e,13990,0.253899,0.056400
sigreg_e,13991,0.295979,0.072104
sigreg_e,13992,0.297485,0.060693
sigreg_e,13993,0.298076,0.085982
sigreg_e,13994,0.280609,0.065196
sigreg_e,13995,0.312030,0.081214
sigreg_e,13996,0.268505,0.063241
sigreg_e,13997,0.293152,0.091093
sigreg_e,13998,0.305934,0.081120
sigreg_e,13999,0.260539,0.065160
sigreg_e,14000,0.285898,0.080044
sigreg_e,14001,0.285350,0.064728
sigreg_e,14002,0.270192,0.074843
sigreg_e,14003,0.282313,0.064654
sigreg_e,14004,0.298325,0.077619
sigreg_e,14005,0.277121,0.059072
sigreg_e,14006,0.247772,0.072163
sigreg_e,14007,0.212631,0.059926
sigreg_e,14008,0.280325,0.075958
sigreg_e,14009,0.271769,0.061103
sigreg_e,14010,0.251267,0.064021
sigreg_e,14011,0.283683,0.072577
sigreg_e,14012,0.269679,0.065911
sigreg_e,14013,0.256653,0.068267
sigreg_e,14014,0.249791,0.069488
sigreg_e,14015,0.245027,0.046888
sigreg_e,14016,0.230544,0.057997
sigreg_e,14017,0.237474,0.063710
sigreg_e,14018,0.301253,0.077148
sigreg_e,14019,0.283381,0.068186
sigreg_e,14020,0.269443,0.058137
sigreg_e,14021,0.283722,0.069204
sigreg_e,14022,0.266549,0.073142
sigreg_e,14023,0.248833,0.066067
sigreg_e,14024,0.262507,0.060987
sigreg_e,14025,0.292662,0.073294
sigreg_e,14026,0.271783,0.070532
sigreg_e,14027,0.267723,0.065195
sigreg_e,14028,0.266665,0.065812
sigreg_e,14029,0.285957,0.073698
sigreg_e,14030,0.267228,0.069294
sigreg_e,14031,0.282404,0.074254
sigreg_e,14032,0.272997,0.070561
sigreg_e,14033,0.311619,0.078337
sigreg_e,14034,0.300517,0.074791
sigreg_e,14035,0.278412,0.091863
sigreg_e,14036,0.305419,0.078026
sigreg_e,14037,0.289412,0.080217
sigreg_e,14038,0.276791,0.069136
sigreg_e,14039,0.283709,0.075461
sigreg_e,14040,0.295694,0.066871
sigreg_e,14041,0.304966,0.071958
sigreg_e,14042,0.286059,0.076825
sigreg_e,14043,0.297126,0.079290
sigreg_e,14044,0.290328,0.077829
sigreg_e,14045,0.276774,0.077912
sigreg_e,14046,0.284718,0.070178
sigreg_e,14047,0.313405,0.085632
sigreg_e,14048,0.322253,0.074822
sigreg_e,14049,0.299785,0.086175
sigreg_e,14050,0.314118,0.097574
sigreg_e,14051,0.307044,0.077184
sigreg_e,14052,0.298394,0.075813
sigreg_e,14053,0.306012,0.071251
sigreg_e,14054,0.320566,0.080401
sigreg_e,14055,0.281150,0.067954
sigreg_e,14056,0.288847,0.077366
sigreg_e,14057,0.307837,0.078688
sigreg_e,14058,0.314548,0.081514
sigreg_e,14059,0.276840,0.068500
sigreg_e,14060,0.311057,0.085582
sigreg_e,14061,0.321996,0.073083
sigreg_e,14062,0.296274,0.072932
sigreg_e,14063,0.280969,0.065086
sigreg_e,14064,0.318625,0.087968
sigreg_e,14065,0.310226,0.079051
sigreg_e,14066,0.336285,0.077037
sigreg_e,14067,0.308677,0.077307
sigreg_e,14068,0.294483,0.078327
sigreg_e,14069,0.259069,0.067750
sigreg_e,14070,0.301064,0.079362
sigreg_e,14071,0.300883,0.071522
sigreg_e,14072,0.296082,0.077020
sigreg_e,14073,0.337483,0.096312
sigreg_e,14074,0.306002,0.075767
sigreg_e,14075,0.309036,0.078852
sigreg_e,14076,0.282322,0.084010
sigreg_e,14077,0.310072,0.073901
sigreg_e,14078,0.300338,0.075911
sigreg_e,14079,0.268581,0.074083
sigreg_e,14080,0.284153,0.079156
sigreg_e,14081,0.275072,0.080409
sigreg_e,14082,0.303113,0.081442
sigreg_e,14083,0.304314,0.087178
sigreg_e,14084,0.307736,0.077535
sigreg_e,14085,0.296251,0.080619
sigreg_e,14086,0.297954,0.089348
sigreg_e,14087,0.271463,0.069962
sigreg_e,14088,0.288094,0.069666
sigreg_e,14089,0.287494,0.087313
sigreg_e,14090,0.286266,0.063551
sigreg_e,14091,0.265547,0.071171
sigreg_e,14092,0.295846,0.076120
sigreg_e,14093,0.277230,0.077762
sigreg_e,14094,0.285309,0.097144
sigreg_e,14095,0.288463,0.071191
sigreg_e,14096,0.255638,0.075602
sigreg_e,14097,0.281659,0.078126
sigreg_e,14098,0.336238,0.100777
sigreg_e,14099,0.287323,0.082542
sigreg_e,14100,0.284258,0.083205
sigreg_e,14101,0.273044,0.072171
sigreg_e,14102,0.285376,0.080819
sigreg_e,14103,0.304716,0.086469
sigreg_e,14104,0.273823,0.082862
sigreg_e,14105,0.259750,0.069914
sigreg_e,14106,0.303568,0.090431
sigreg_e,14107,0.288484,0.078644
sigreg_e,14108,0.275613,0.096249
sigreg_e,14109,0.272795,0.070641
sigreg_e,14110,0.293808,0.080416
sigreg_e,14111,0.275131,0.084565
sigreg_e,14112,0.280698,0.087128
sigreg_e,14113,0.277771,0.093644
sigreg_e,14114,0.281908,0.083446
sigreg_e,14115,0.262904,0.075100
sigreg_e,14116,0.236041,0.083723
sigreg_e,14117,0.282755,0.098002
sigreg_e,14118,0.318199,0.104231
sigreg_e,14119,0.281355,0.077846
sigreg_e,14120,0.238526,0.088052
sigreg_e,14121,0.275540,0.076921
sigreg_e,14122,0.292163,0.086979
sigreg_e,14123,0.241065,0.080536
sigreg_e,14124,0.269230,0.085887
sigreg_e,14125,0.272054,0.080921
sigreg_e,14126,0.284334,0.101722
sigreg_e,14127,0.259459,0.080616
sigreg_e,14128,0.251684,0.093448
sigreg_e,14129,0.263444,0.101064
sigreg_e,14130,0.312021,0.084200
sigreg_e,14131,0.276159,0.069268
sigreg_e,14132,0.244981,0.082554
sigreg_e,14133,0.272839,0.087489
sigreg_e,14134,0.242928,0.075952
sigreg_e,14135,0.264503,0.080176
sigreg_e,14136,0.255954,0.070080
sigreg_e,14137,0.305139,0.103477
sigreg_e,14138,0.246892,0.073445
sigreg_e,14139,0.247555,0.081269
sigreg_e,14140,0.291569,0.093006
sigreg_e,14141,0.285506,0.073820
sigreg_e,14142,0.283993,0.076068
sigreg_e,14143,0.268823,0.090990
sigreg_e,14144,0.262476,0.072657
sigreg_e,14145,0.244726,0.068341
sigreg_e,14146,0.259264,0.086019
sigreg_e,14147,0.292561,0.089694
sigreg_e,14148,0.270520,0.091963
sigreg_e,14149,0.259481,0.080267
sigreg_e,14150,0.278234,0.089465
sigreg_e,14151,0.256153,0.071911
sigreg_e,14152,0.230178,0.099439
sigreg_e,14153,0.290699,0.098467
sigreg_e,14154,0.258375,0.075046
sigreg_e,14155,0.277022,0.097565
sigreg_e,14156,0.272332,0.084107
sigreg_e,14157,0.252876,0.092616
sigreg_e,14158,0.228354,0.094563
sigreg_e,14159,0.272887,0.088642
sigreg_e,14160,0.220193,0.086504
sigreg_e,14161,0.241588,0.068970
sigreg_e,14162,0.267029,0.092525
sigreg_e,14163,0.236015,0.084922
sigreg_e,14164,0.279450,0.084162
sigreg_e,14165,0.256325,0.085570
sigreg_e,14166,0.248517,0.072035
sigreg_e,14167,0.199274,0.071228
sigreg_e,14168,0.248688,0.083074
sigreg_e,14169,0.235300,0.117166
sigreg_e,14170,0.266122,0.092533
sigreg_e,14171,0.165715,0.081308
sigreg_e,14172,0.224709,0.071870
sigreg_e,14173,0.241342,0.076033
sigreg_e,14174,0.216715,0.067419
sigreg_e,14175,0.259132,0.082648
sigreg_e,14176,0.243407,0.071760
sigreg_e,14177,0.231638,0.072483
sigreg_e,14178,0.233232,0.068941
sigreg_e,14179,0.268177,0.077369
sigreg_e,14180,0.272539,0.067502
sigreg_e,14181,0.248051,0.074019
sigreg_e,14182,0.274571,0.089777
sigreg_e,14183,0.246060,0.067924
sigreg_e,14184,0.211418,0.058878
sigreg_e,14185,0.235658,0.073461
sigreg_e,14186,0.240762,0.085690
sigreg_e,14187,0.264624,0.063914
sigreg_e,14188,0.262572,0.079420
sigreg_e,14189,0.187754,0.064208
sigreg_e,14190,0.252163,0.067622
sigreg_e,14191,0.261653,0.069134
sigreg_e,14192,0.284122,0.066814
sigreg_e,14193,0.287857,0.085975
sigreg_e,14194,0.269279,0.069144
sigreg_e,14195,0.292251,0.072257
sigreg_e,14196,0.290101,0.089278
sigreg_e,14197,0.288474,0.085781
sigreg_e,14198,0.286716,0.068447
sigreg_e,14199,0.285532,0.066623
sigreg_e,14200,0.273354,0.063673
sigreg_e,14201,0.243435,0.056295
sigreg_e,14202,0.283401,0.063861
sigreg_e,14203,0.297959,0.067638
sigreg_e,14204,0.284089,0.066565
sigreg_e,14205,0.271176,0.065715
sigreg_e,14206,0.259841,0.075857
sigreg_e,14207,0.281804,0.072534
sigreg_e,14208,0.257262,0.067973
sigreg_e,14209,0.289720,0.086651
sigreg_e,14210,0.216091,0.064585
sigreg_e,14211,0.316202,0.078075
sigreg_e,14212,0.283732,0.063395
sigreg_e,14213,0.268702,0.057930
sigreg_e,14214,0.293152,0.076290
sigreg_e,14215,0.313087,0.078965
sigreg_e,14216,0.274355,0.061186
sigreg_e,14217,0.265474,0.048542
sigreg_e,14218,0.271346,0.075369
sigreg_e,14219,0.279307,0.062188
sigreg_e,14220,0.291089,0.054431
sigreg_e,14221,0.290487,0.060973
sigreg_e,14222,0.294877,0.057902
sigreg_e,14223,0.287003,0.057868
sigreg_e,14224,0.246057,0.051108
sigreg_e,14225,0.300132,0.069974
sigreg_e,14226,0.253691,0.052852
sigreg_e,14227,0.277661,0.058684
sigreg_e,14228,0.256129,0.077536
sigreg_e,14229,0.282185,0.058270
sigreg_e,14230,0.280235,0.071094
sigreg_e,14231,0.292687,0.076479
sigreg_e,14232,0.279837,0.073119
sigreg_e,14233,0.293952,0.062628
sigreg_e,14234,0.301376,0.068251
sigreg_e,14235,0.229159,0.061492
sigreg_e,14236,0.273348,0.062531
sigreg_e,14237,0.278318,0.068638
sigreg_e,14238,0.272571,0.066302
sigreg_e,14239,0.266046,0.060138
sigreg_e,14240,0.262700,0.072344
sigreg_e,14241,0.267021,0.062651
sigreg_e,14242,0.264068,0.077191
sigreg_e,14243,0.239646,0.060216
sigreg_e,14244,0.280341,0.067773
sigreg_e,14245,0.259858,0.056771
sigreg_e,14246,0.289367,0.083882
sigreg_e,14247,0.268111,0.075181
sigreg_e,14248,0.303494,0.083535
sigreg_e,14249,0.289648,0.067560
sigreg_e,14250,0.230226,0.060207
sigreg_e,14251,0.279584,0.074496
sigreg_e,14252,0.243264,0.067822
sigreg_e,14253,0.287375,0.078495
sigreg_e,14254,0.257625,0.070519
sigreg_e,14255,0.275378,0.082935
sigreg_e,14256,0.249313,0.083385
sigreg_e,14257,0.257613,0.064892
sigreg_e,14258,0.244673,0.076044
sigreg_e,14259,0.255879,0.084456
sigreg_e,14260,0.270219,0.082171
sigreg_e,14261,0.277618,0.075673
sigreg_e,14262,0.266564,0.078758
sigreg_e,14263,0.220029,0.076966
sigreg_e,14264,0.244476,0.087493
sigreg_e,14265,0.277615,0.081599
sigreg_e,14266,0.263762,0.095621
sigreg_e,14267,0.248720,0.067385
sigreg_e,14268,0.253605,0.081513
sigreg_e,14269,0.289680,0.101954
sigreg_e,14270,0.246208,0.073381
sigreg_e,14271,0.258778,0.070566
sigreg_e,14272,0.262459,0.068142
sigreg_e,14273,0.228886,0.066596
sigreg_e,14274,0.262067,0.072079
sigreg_e,14275,0.295067,0.079313
sigreg_e,14276,0.256900,0.086265
sigreg_e,14277,0.286162,0.076654
sigreg_e,14278,0.226281,0.060603
sigreg_e,14279,0.272870,0.070690
sigreg_e,14280,0.249191,0.077691
sigreg_e,14281,0.276390,0.077305
sigreg_e,14282,0.270401,0.063925
sigreg_e,14283,0.264017,0.067061
sigreg_e,14284,0.306738,0.077866
sigreg_e,14285,0.296059,0.077131
sigreg_e,14286,0.302995,0.080618
sigreg_e,14287,0.290068,0.088187
sigreg_e,14288,0.316170,0.094400
sigreg_e,14289,0.227256,0.081288
sigreg_e,14290,0.284230,0.076173
sigreg_e,14291,0.272233,0.075859
sigreg_e,14292,0.277833,0.085054
sigreg_e,14293,0.299326,0.085082
sigreg_e,14294,0.282313,0.085759
sigreg_e,14295,0.275705,0.094373
sigreg_e,14296,0.257320,0.056917
sigreg_e,14297,0.241939,0.069729
sigreg_e,14298,0.293043,0.080331
sigreg_e,14299,0.250070,0.079497
