stop,split,name,n,gm_rel_mase
G2_B9_k0_bb40k_student,domain,Nature,15,1.133861
G2_B9_k0_bb40k_student,domain,Sales,4,0.959444
G2_B9_k0_bb40k_student,domain,Transport,15,1.418224
G2_B9_k0_bb40k_student,domain,Web/CloudOps,20,1.724083
G2_B9_k0_bb40k_teacher,all,all,97,1.559931
G2_B9_k0_bb40k_teacher,term,short,55,1.367605
G2_B9_k0_bb40k_teacher,term,medium,21,1.922941
G2_B9_k0_bb40k_teacher,term,long,21,1.786116
G2_B9_k0_bb40k_teacher,term,medium_long,42,1.853267
G2_B9_k0_bb40k_teacher,domain,Econ/Fin,6,2.062637
G2_B9_k0_bb40k_teacher,domain,Energy,32,1.858440
G2_B9_k0_bb40k_teacher,domain,Healthcare,5,1.241149
G2_B9_k0_bb40k_teacher,domain,Nature,15,1.131006
G2_B9_k0_bb40k_teacher,domain,Sales,4,0.969622
G2_B9_k0_bb40k_teacher,domain,Transport,15,1.421924
G2_B9_k0_bb40k_teacher,domain,Web/CloudOps,20,1.722126
G3_A3_k0_aw4_bb40k_student,all,all,97,1.258996
G3_A3_k0_aw4_bb40k_student,term,short,55,1.164279
G3_A3_k0_aw4_bb40k_student,term,medium,21,1.421538
G3_A3_k0_aw4_bb40k_student,term,long,21,1.368524
G3_A3_k0_aw4_bb40k_student,term,medium_long,42,1.394779
G3_A3_k0_aw4_bb40k_student,domain,Econ/Fin,6,2.316231
G3_A3_k0_aw4_bb40k_student,domain,Energy,32,1.484680
G3_A3_k0_aw4_bb40k_student,domain,Healthcare,5,1.342621
G3_A3_k0_aw4_bb40k_student,domain,Nature,15,0.870921
G3_A3_k0_aw4_bb40k_student,domain,Sales,4,0.806565
G3_A3_k0_aw4_bb40k_student,domain,Transport,15,1.044074
G3_A3_k0_aw4_bb40k_student,domain,Web/CloudOps,20,1.314385
G3_A3_k0_aw4_bb40k_teacher,all,all,97,1.255841
G3_A3_k0_aw4_bb40k_teacher,term,short,55,1.159076
G3_A3_k0_aw4_bb40k_teacher,term,medium,21,1.423817
G3_A3_k0_aw4_bb40k_teacher,term,long,21,1.366526
G3_A3_k0_aw4_bb40k_teacher,term,medium_long,42,1.394877
G3_A3_k0_aw4_bb40k_teacher,domain,Econ/Fin,6,2.172482
G3_A3_k0_aw4_bb40k_teacher,domain,Energy,32,1.481227
G3_A3_k0_aw4_bb40k_teacher,domain,Healthcare,5,1.345291
G3_A3_k0_aw4_bb40k_teacher,domain,Nature,15,0.879144
G3_A3_k0_aw4_bb40k_teacher,domain,Sales,4,0.800336
G3_A3_k0_aw4_bb40k_teacher,domain,Transport,15,1.048997
G3_A3_k0_aw4_bb40k_teacher,domain,Web/CloudOps,20,1.316037
G3_A3_k1_bb40k_student,all,all,97,1.199469
G3_A3_k1_bb40k_student,term,short,55,1.083372
G3_A3_k1_bb40k_student,term,medium,21,1.389372
G3_A3_k1_bb40k_student,term,long,21,1.351921
G3_A3_k1_bb40k_student,term,medium_long,42,1.370519
G3_A3_k1_bb40k_student,domain,Econ/Fin,6,1.546971
G3_A3_k1_bb40k_student,domain,Energy,32,1.404415
G3_A3_k1_bb40k_student,domain,Healthcare,5,1.348901
G3_A3_k1_bb40k_student,domain,Nature,15,0.876890
G3_A3_k1_bb40k_student,domain,Sales,4,0.796534
G3_A3_k1_bb40k_student,domain,Transport,15,0.982618
G3_A3_k1_bb40k_student,domain,Web/CloudOps,20,1.336678
G3_A3_k1_bb40k_teacher,all,all,97,1.206301
G3_A3_k1_bb40k_teacher,term,short,55,1.094456
G3_A3_k1_bb40k_teacher,term,medium,21,1.389229
G3_A3_k1_bb40k_teacher,term,long,21,1.351486
G3_A3_k1_bb40k_teacher,term,medium_long,42,1.370227
G3_A3_k1_bb40k_teacher,domain,Econ/Fin,6,1.691700
G3_A3_k1_bb40k_teacher,domain,Energy,32,1.403827
G3_A3_k1_bb40k_teacher,domain,Healthcare,5,1.342700
G3_A3_k1_bb40k_teacher,domain,Nature,15,0.878120
G3_A3_k1_bb40k_teacher,domain,Sales,4,0.805176
G3_A3_k1_bb40k_teacher,domain,Transport,15,0.981817
G3_A3_k1_bb40k_teacher,domain,Web/CloudOps,20,1.336596
G5_B5_s2_k0_bb40k_student,all,all,97,1.271624
G5_B5_s2_k0_bb40k_student,term,short,55,1.158156
G5_B5_s2_k0_bb40k_student,term,medium,21,1.439686
G5_B5_s2_k0_bb40k_student,term,long,21,1.434700
G5_B5_s2_k0_bb40k_student,term,medium_long,42,1.437191
G5_B5_s2_k0_bb40k_student,domain,Econ/Fin,6,1.805205
G5_B5_s2_k0_bb40k_student,domain,Energy,32,1.511783
G5_B5_s2_k0_bb40k_student,domain,Healthcare,5,1.367130
G5_B5_s2_k0_bb40k_student,domain,Nature,15,0.925248
G5_B5_s2_k0_bb40k_student,domain,Sales,4,0.871542
G5_B5_s2_k0_bb40k_student,domain,Transport,15,1.070229
G5_B5_s2_k0_bb40k_student,domain,Web/CloudOps,20,1.327968
G5_B5_s2_k0_bb40k_teacher,all,all,97,1.266123
G5_B5_s2_k0_bb40k_teacher,term,short,55,1.146603
G5_B5_s2_k0_bb40k_teacher,term,medium,21,1.447670
G5_B5_s2_k0_bb40k_teacher,term,long,21,1.435706
G5_B5_s2_k0_bb40k_teacher,term,medium_long,42,1.441675
G5_B5_s2_k0_bb40k_teacher,domain,Econ/Fin,6,1.829948
G5_B5_s2_k0_bb40k_teacher,domain,Energy,32,1.509336
G5_B5_s2_k0_bb40k_teacher,domain,Healthcare,5,1.385118
G5_B5_s2_k0_bb40k_teacher,domain,Nature,15,0.914403
G5_B5_s2_k0_bb40k_teacher,domain,Sales,4,0.826204
G5_B5_s2_k0_bb40k_teacher,domain,Transport,15,1.076547
G5_B5_s2_k0_bb40k_teacher,domain,Web/CloudOps,20,1.313867
G5_B5_s2_k3_bb40k_student,all,all,97,1.329154
G5_B5_s2_k3_bb40k_student,term,short,55,1.239054
G5_B5_s2_k3_bb40k_student,term,medium,21,1.478267
G5_B5_s2_k3_bb40k_student,term,long,21,1.436280
G5_B5_s2_k3_bb40k_student,term,medium_long,42,1.457123
G5_B5_s2_k3_bb40k_student,domain,Econ/Fin,6,2.599068
G5_B5_s2_k3_bb40k_student,domain,Energy,32,1.568518
G5_B5_s2_k3_bb40k_student,domain,Healthcare,5,1.504071
G5_B5_s2_k3_bb40k_student,domain,Nature,15,0.930052
G5_B5_s2_k3_bb40k_student,domain,Sales,4,0.825733
G5_B5_s2_k3_bb40k_student,domain,Transport,15,1.096112
G5_B5_s2_k3_bb40k_student,domain,Web/CloudOps,20,1.343243
G5_B5_s2_k3_bb40k_teacher,all,all,97,1.326013
G5_B5_s2_k3_bb40k_teacher,term,short,55,1.239144
G5_B5_s2_k3_bb40k_teacher,term,medium,21,1.462088
G5_B5_s2_k3_bb40k_teacher,term,long,21,1.436119
G5_B5_s2_k3_bb40k_teacher,term,medium_long,42,1.449045
G5_B5_s2_k3_bb40k_teacher,domain,Econ/Fin,6,2.721878
G5_B5_s2_k3_bb40k_teacher,domain,Energy,32,1.566853
G5_B5_s2_k3_bb40k_teacher,domain,Healthcare,5,1.498368
G5_B5_s2_k3_bb40k_teacher,domain,Nature,15,0.921362
G5_B5_s2_k3_bb40k_teacher,domain,Sales,4,0.820471
G5_B5_s2_k3_bb40k_teacher,domain,Transport,15,1.088088
G5_B5_s2_k3_bb40k_teacher,domain,Web/CloudOps,20,1.331415
G6_B1_k0_bb40k_student,all,all,97,1.202519
G6_B1_k0_bb40k_student,term,short,55,1.026719
G6_B1_k0_bb40k_student,term,medium,21,1.483525
G6_B1_k0_bb40k_student,term,long,21,1.474554
G6_B1_k0_bb40k_student,term,medium_long,42,1.479033
G6_B1_k0_bb40k_student,domain,Econ/Fin,6,1.466407
G6_B1_k0_bb40k_student,domain,Energy,32,1.470538
G6_B1_k0_bb40k_student,domain,Healthcare,5,1.103095
G6_B1_k0_bb40k_student,domain,Nature,15,0.883561
G6_B1_k0_bb40k_student,domain,Sales,4,0.771570
G6_B1_k0_bb40k_student,domain,Transport,15,1.040278
G6_B1_k0_bb40k_student,domain,Web/CloudOps,20,1.288070
G6_B1_k0_bb40k_teacher,all,all,97,1.200060
G6_B1_k0_bb40k_teacher,term,short,55,1.030238
G6_B1_k0_bb40k_teacher,term,medium,21,1.469028
G6_B1_k0_bb40k_teacher,term,long,21,1.461939
G6_B1_k0_bb40k_teacher,term,medium_long,42,1.465479
G6_B1_k0_bb40k_teacher,domain,Econ/Fin,6,1.470797
G6_B1_k0_bb40k_teacher,domain,Energy,32,1.460157
G6_B1_k0_bb40k_teacher,domain,Healthcare,5,1.144222
G6_B1_k0_bb40k_teacher,domain,Nature,15,0.877836
G6_B1_k0_bb40k_teacher,domain,Sales,4,0.780474
G6_B1_k0_bb40k_teacher,domain,Transport,15,1.035591
G6_B1_k0_bb40k_teacher,domain,Web/CloudOps,20,1.284634
G6_B1_k3_bb40k_student,all,all,97,1.085024
G6_B1_k3_bb40k_student,term,short,55,0.971134
G6_B1_k3_bb40k_student,term,medium,21,1.242900
G6_B1_k3_bb40k_student,term,long,21,1.266414
G6_B1_k3_bb40k_student,term,medium_long,42,1.254602
G6_B1_k3_bb40k_student,domain,Econ/Fin,6,1.212479
G6_B1_k3_bb40k_student,domain,Energy,32,1.270491
G6_B1_k3_bb40k_student,domain,Healthcare,5,1.076801
G6_B1_k3_bb40k_student,domain,Nature,15,0.839677
G6_B1_k3_bb40k_student,domain,Sales,4,0.775392
G6_B1_k3_bb40k_student,domain,Transport,15,0.907128
G6_B1_k3_bb40k_student,domain,Web/CloudOps,20,1.211015
G6_B1_k3_bb40k_teacher,all,all,97,1.094808
G6_B1_k3_bb40k_teacher,term,short,55,0.977941
G6_B1_k3_bb40k_teacher,term,medium,21,1.256634
G6_B1_k3_bb40k_teacher,term,long,21,1.281935
G6_B1_k3_bb40k_teacher,term,medium_long,42,1.269221
G6_B1_k3_bb40k_teacher,domain,Econ/Fin,6,1.230415
G6_B1_k3_bb40k_teacher,domain,Energy,32,1.281551
G6_B1_k3_bb40k_teacher,domain,Healthcare,5,1.080833
G6_B1_k3_bb40k_teacher,domain,Nature,15,0.843978
G6_B1_k3_bb40k_teacher,domain,Sales,4,0.783685
G6_B1_k3_bb40k_teacher,domain,Transport,15,0.906211
G6_B1_k3_bb40k_teacher,domain,Web/CloudOps,20,1.234403
G7_B5_k0_e_bb40k_student,all,all,97,1.275104
G7_B5_k0_e_bb40k_student,term,short,55,1.157502
G7_B5_k0_e_bb40k_student,term,medium,21,1.462779
G7_B5_k0_e_bb40k_student,term,long,21,1.432104
G7_B5_k0_e_bb40k_student,term,medium_long,42,1.447360
G7_B5_k0_e_bb40k_student,domain,Econ/Fin,6,1.893307
G7_B5_k0_e_bb40k_student,domain,Energy,32,1.490113
G7_B5_k0_e_bb40k_student,domain,Healthcare,5,1.332527
G7_B5_k0_e_bb40k_student,domain,Nature,15,0.938842
G7_B5_k0_e_bb40k_student,domain,Sales,4,0.867276
G7_B5_k0_e_bb40k_student,domain,Transport,15,1.061621
G7_B5_k0_e_bb40k_student,domain,Web/CloudOps,20,1.360997
G_B1_k0_aw4_bb40k_student,all,all,97,1.151290
G_B1_k0_aw4_bb40k_student,term,short,55,1.025834
G_B1_k0_aw4_bb40k_student,term,medium,21,1.347130
G_B1_k0_aw4_bb40k_student,term,long,21,1.331049
G_B1_k0_aw4_bb40k_student,term,medium_long,42,1.339065
G_B1_k0_aw4_bb40k_student,domain,Econ/Fin,6,1.310376
G_B1_k0_aw4_bb40k_student,domain,Energy,32,1.379942
G_B1_k0_aw4_bb40k_student,domain,Healthcare,5,1.155126
G_B1_k0_aw4_bb40k_student,domain,Nature,15,0.857227
G_B1_k0_aw4_bb40k_student,domain,Sales,4,0.786246
G_B1_k0_aw4_bb40k_student,domain,Transport,15,0.961473
G_B1_k0_aw4_bb40k_student,domain,Web/CloudOps,20,1.276310
G_B1_k0_aw4_bb40k_teacher,all,all,97,1.148182
G_B1_k0_aw4_bb40k_teacher,term,short,55,1.024735
G_B1_k0_aw4_bb40k_teacher,term,medium,21,1.342059
G_B1_k0_aw4_bb40k_teacher,term,long,21,1.323209
G_B1_k0_aw4_bb40k_teacher,term,medium_long,42,1.332601
G_B1_k0_aw4_bb40k_teacher,domain,Econ/Fin,6,1.317598
G_B1_k0_aw4_bb40k_teacher,domain,Energy,32,1.366230
G_B1_k0_aw4_bb40k_teacher,domain,Healthcare,5,1.152741
G_B1_k0_aw4_bb40k_teacher,domain,Nature,15,0.856856
G_B1_k0_aw4_bb40k_teacher,domain,Sales,4,0.782748
G_B1_k0_aw4_bb40k_teacher,domain,Transport,15,0.967902
G_B1_k0_aw4_bb40k_teacher,domain,Web/CloudOps,20,1.273701
