name,tau,encoder_type,sample_idx,skip_rows,r2_random,r2_naive,u_temporal,u_batch,auc,top1
transformer_encoder_tau_0_10_50k,0.1,transformer,30,75644000,0.6600847840309143,0.6140899062156677,0.06645666062831879,0.14062762260437012,0.9084877967834473,0.77109694480896
transformer_encoder_tau_0_10_50k,0.1,transformer,31,76498800,0.6684154868125916,0.6229903995990753,0.06805086135864258,0.14225473999977112,0.9085826873779297,0.7775335311889648
transformer_encoder_tau_0_10_50k,0.1,transformer,32,77353600,0.6609121859073639,0.6160498261451721,0.0634264275431633,0.13764038681983948,0.9031226634979248,0.7518978118896484
transformer_encoder_tau_0_10_50k,0.1,transformer,33,78208400,0.6592849791049957,0.6087767779827118,0.06419067084789276,0.13999617099761963,0.9014976620674133,0.7535899877548218
transformer_encoder_tau_0_10_50k,0.1,transformer,34,79063200,0.6580540537834167,0.603961169719696,0.06368736922740936,0.1384415626525879,0.9004222750663757,0.7547602653503418
transformer_encoder_tau_0_10_50k,0.1,transformer,35,79918000,0.6556399762630463,0.6091636121273041,0.06741264462471008,0.139336496591568,0.9060642123222351,0.7629048824310303
transformer_encoder_tau_0_10_50k,0.1,transformer,36,80772800,0.6549113988876343,0.6158455908298492,0.06795462220907211,0.13411860167980194,0.9140625,0.7744338512420654
transformer_encoder_tau_0_10_50k,0.1,transformer,37,81627600,0.6635517477989197,0.611765444278717,0.06826882064342499,0.14351925253868103,0.9091955423355103,0.7808704376220703
transformer_encoder_tau_0_10_50k,0.1,transformer,38,82482400,0.6645141541957855,0.6169708967208862,0.0637020617723465,0.14144493639469147,0.9063370227813721,0.7608331441879272
transformer_encoder_tau_0_10_50k,0.1,transformer,39,83337200,0.6588678956031799,0.6127544343471527,0.06679122149944305,0.14027608931064606,0.9085313081741333,0.7698001265525818
transformer_encoder_tau_0_10_50k,0.1,transformer,40,84192000,0.6552295088768005,0.6071489155292511,0.06369220465421677,0.14094063639640808,0.9065346717834473,0.7607540488243103
transformer_encoder_tau_0_10_50k,0.1,transformer,41,85046800,0.6537238359451294,0.6059746742248535,0.06302140653133392,0.13330525159835815,0.9027470350265503,0.7543491125106812
transformer_encoder_tau_0_10_50k,0.1,transformer,42,85901600,0.6494767665863037,0.6038672924041748,0.06286948174238205,0.13434815406799316,0.8981884121894836,0.7508856654167175
transformer_encoder_tau_0_10_50k,0.1,transformer,43,86756400,0.6709099411964417,0.6299908459186554,0.06729499995708466,0.14570462703704834,0.9106188416481018,0.769294023513794
transformer_encoder_tau_0_10_50k,0.1,transformer,44,87611200,0.6676284074783325,0.6221267580986023,0.06518672406673431,0.1426663100719452,0.9105674624443054,0.7684716582298279
transformer_encoder_tau_0_10_50k,0.1,transformer,45,88466000,0.6695990264415741,0.6212385594844818,0.06554491817951202,0.14391997456550598,0.9140902161598206,0.7756515741348267
transformer_encoder_tau_0_10_50k,0.1,transformer,46,89320800,0.6559410989284515,0.6118323504924774,0.06632329523563385,0.14115214347839355,0.9112119078636169,0.7688037753105164
transformer_encoder_tau_0_10_50k,0.1,transformer,47,90175600,0.6553297936916351,0.6126361191272736,0.06504438817501068,0.13877297937870026,0.9052022695541382,0.7531313300132751
transformer_encoder_tau_0_10_50k,0.1,transformer,48,91030400,0.6787164509296417,0.634056806564331,0.06507478654384613,0.1448325514793396,0.9106109738349915,0.7798582911491394
transformer_encoder_tau_0_10_50k,0.1,transformer,49,91885200,0.6558952629566193,0.6037127077579498,0.06545495986938477,0.14145517349243164,0.8966583609580994,0.7495255470275879
